Veto,Link,Ementa,Sobresta,Materia_Vetada,Norma_Gerada
VET 6/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3072,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00015 2004 (PL 04176 2001, na Câmara dos Deputados), dispõe sobre a alienação de terras da União aos Municípios de Belterra e Aveiro, no Estado do Pará.",NA,PLC 15/2004,NA
VET 5/2006 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3071,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00142 2005 (PL 04514 2004, na Câmara dos Deputados), dispõe sobre a repactuação de dívidas oriundas de operações de crédito rural na área de atuação da Agência de Desenvolvimento do Nordeste - ADENE, altera a Lei 7827, de 27 de setembro de 1989, e dá outras providências.",NA,PLC 142/2005,NA
VET 3/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1479,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00141 2005 (PLP 00187 1997, na Câmara dos Deputados), Cria o Sistema Nacional de Prevenção, Fiscalização e Repressão ao Furto e Roubo de Veículos e Cargas e dá outras providências.",NA,PLC 141/2005,Lei Complementar nº 121 de 09/02/2006
VET 2/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1478,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00144 2005 (PL 03675 2004, na Câmara dos Deputados), altera a redação dos arts. 29, 30, 32 e 87 da Lei 9394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, dispondo sobre a duração de 9 (nove) anos para o ensino fundamental, com matrícula obrigatória a partir dos 6 (seis) anos de idade.",NA,PLC 144/2005,Lei nº 11.274 de 06/02/2006
VET 1/2006 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3070,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00212 1999 (PL 06915 2002, na Câmara dos Deputados), regulamenta a comercialização de alimentos para lactentes e crianças de primeira infância e também as de produtos de puericultura correlatos.",NA,PLS 212/1999,Lei nº 11.265 de 03/01/2006
VET 37/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1476,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLN 00051 2005 (MSG 00689 2005, na Origem), abre ao Orçamento Fiscal da União, em favor do Ministério da Integração Nacional, crédito especial no valor de R$ 18.648.000,00 (dezoito milhões, seiscentos e quarenta e oito mil reais), para os fins que especifica.",NA,PLN 51/2005,Lei nº 11.252 de 27/12/2005
VET 36/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3069,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00002 2005 (PL 03729 1997, na Câmara dos Deputados), dispõe sobre as condições exigíveis para a identificação do couro e das matérias-primas sucedâneas, utilizados na confecção de calçados e artefatos.",NA,PLC 2/2005,Lei nº 11.211 de 19/12/2005
VET 35/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3068,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00024 2003 (PL 01830 1999, na Câmara dos Deputados), dispõe sobre o exercício da profissão de TURISMÓLOGO.",NA,PLC 24/2003,NA
VET 34/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3067,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00039 2005 (PL 02485 2003, na Câmara dos Deputados), Dá nova redação ao art. 12 do Decreto-Lei 9295, de 27 de maio de 1946, que cria o Conselho Federal de Contabilidade, define as atribuições do Contador e do Técnico em Contabilidade, e dá outras providências.",NA,PLC 39/2005,NA
VET 33/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3066,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00017 2005 (PL 02518 2005, na Câmara dos Deputados), altera o art. 328 do Decreto-Lei 3689, de 3 de outubro de 1941 - Código de Processo Penal, para incluir, como hipótese de quebra de fiança, o comparecimento do afiançado a local de que deveria manter-se afastado.",NA,PLC 17/2005,NA
VET 32/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3065,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00044 2005 (PL 05124 2001, na Câmara dos Deputados), denomina Hospital Dr. Carlos Alberto Studart Gomes o Hospital de Messejana, localizado em Fortaleza, Estado do Ceará.",NA,PLC 44/2005,NA
VET 31/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3064,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00028 2005 (MPV 00255 2005, na Origem), Institui o Regime Especial de Tributação para a Plataforma de Exportação de Serviços de Tecnologia da Informação - REPES, o Regime Especial de Aquisição de Bens de Capital para Empresas exportadoras - RECAP e o Programa de Inclusão Digital; dispõe sobre incentivos fiscais para a inovação tecnológica; altera o Decreto-Lei 288, de 28 de fevereiro de 1967, o Decreto 70235, de 6 de março de 1972, o Decreto-Lei 2287, de 23 de julllho de 1986, as Leis 4502, de 30 de novembro de 1964, 8212, de 24 de julho de 1991, 8245, de 18 de outubro de 1991, 8387, de 30 de dezembro de 1991, 8666, de 21 de junho de 1993, 8981, de 20 de janeiro de 1995, 8987, de 13 de fevereiro de 1995, 8989, de 24 de fevereiro de 1995, 9249, de 26 de dezembro de 1995, 9250, de 26 de dezembro de 1995, 9311, de 24 de outubro de 1996, 9317, de 5 de dezembro de 1996, 9430, de 27 de dezembro de 1996, 9718, de 27 de novembro de 1998, 10336, de 19 de dezembro de 2001, 10438, de 26 de abril de 2002, 10485, de 3 de julho de 2002, 10637, de 30 de dezembro de 2002, 10755, de 3 de novembro de 2003, 10833, de 29 de dezembro de 2003, 10865, de 30 de abril de 2004, 10925, de 23 de julho de 2004, 10931, de 2 de agosto de 2004, 11033, de 21 de dezembro de 2004, 11051, de 29 de dezembro de 2004, 11053, de 29 de dezembro de 2004, 11101, de 9 de fevereiro de 2005, 11128, de 28 de junho de 2005, e a MPV 2199-14, de 24 de agosto de 2001; revoga a Lei 8661, de 2 de julho de 1993, e dispositivos das Leis 8668, de 25 de junho de 1993, 8981, de 20 de janeiro de 1995, 10637, de 30 de dezembro de 2002, 10755, de 3 de novembro de 2003, 10865, de 30 de abril de 2004, 10931, de 2 de agosto de 2004, e da MPV 2158-35, de 24 de agosto de 2001; e dá outras providências.",NA,PLV 28/2005,Lei nº 11.196 de 21/11/2005
VET 30/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3063,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLS 00586 1999 (PL 02677 2000, na Câmara dos Deputados), Altera o inciso VI do art. 20 da Lei nº 8036, de 11 de maio de 1990, que permite a utilização do FGTS para compra de casa própria, em qualquer sistema de financiamento habitacional, e dá outras providências.",NA,PLS 586/1999,NA
VET 29/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3062,"Encaminha ao Congresso nacional, as razões do Veto Total aposto ao PLC 00038 2004 (PL 00808 2003, na Câmara dos Deputados), Altera a Lei 7433, de 18 de dezembro de 1985, para obrigar a identificação do corretor de imóveis responsável pela venda na respectiva escritura pública.",NA,PLC 38/2004,NA
VET 28/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3061,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00062 2004 (PL 03846 2000, na Câmara dos Deputados), Cria a Agência Nacional de Aviação Civil - ANAC, e dá outras providências.",NA,PLC 62/2004,Lei nº 11.182 de 27/09/2005
VET 27/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1466,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLN 00004 2005 (MSG 00212 2005, na Origem), dispõe sobre as diretrizes para a elaboração da Lei Orçamentária de 2006 e dá outras providências.",NA,PLN 4/2005,Lei nº 11.178 de 20/09/2005
VET 26/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3060,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00054 2005 (PL 05030 2005, na Câmara dos Deputados), institui a Vantagem Pecuniária Especial - VPE, devida aos militares da Polícia Militar do Distrito Federal e do Corpo de Bombeiros Militar do Distrito Federal; altera a distribuição de Quadros, Postos e Graduações dessas Corporações; dispõe sobre a remuneração das Carreiras de Delegado de Policia do Distrito Federal e de Polícia Civil do Distrito Federal; altera as Leis 7289, de 18 de dezembro de 1984, 7479, de 2 de junho de 1986, 10486, de 4 de julho de 2002, 8255, de 20 de novembro de 1991, e 9264, de 7 de fevereiro de 1996, e dá outras providências.",NA,PLC 54/2005,Lei nº 11.134 de 15/07/2005
VET 25/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3059,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00009 2005 (MPV 00238 2005, na Origem), institui o Programa Nacional de Inclusão de Jovens - PROJOVEM; cria o Conselho Nacional da Juventude - CNJ e a Secretaria Nacional de Juventude; altera as Leis 10683, de 28 de maio de 2003, e 10429, de 24 de abril de 2002; e dá outras providências.",NA,PLV 9/2005,Lei nº 11.129 de 30/06/2005
VET 24/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3058,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00008 2005 (MPV 00235 2005, na Origem), dispõe sobre o Programa Universidade para Todos - PROUNI e altera o inciso I do art. 2º da Lei 11096, de 13 de janeiro de 2005.",NA,PLV 8/2005,Lei nº 11.128 de 28/06/2005
VET 23/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1462,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00181 2001 (PL 06911 2002, na Câmara dos Deputados), dispõe sobre o direito do portador de deficiência visual de ingressar e permanecer em ambientes de uso coletivo acompanhado de cão-guia.",NA,PLS 181/2001,Lei nº 11.126 de 27/06/2005
VET 22/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3011,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00036 2004 (PL 02710 1992, na Câmara dos Deputados), dispõe sobre o Sistema Nacional de Habitação de Interesse Social - SNHIS, cria o Fundo Nacional de Habitação de Interesse Social - FNHIS e institui o Conselho Gestor do FNHIS.",NA,PLC 36/2004,Lei nº 11.124 de 16/06/2005
VET 21/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3057,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00006 2005 (MPV 00231 2004, na Origem), Cria na Carreira da Seguridade Social e do Trabalho, para lotação no Ministério da Saúde, os cargos que menciona; institui a Gratificação de incentivo à Prestação de Assistência Integral à Saúde - GIPAS; altera o parágrafo primeiro do art. 6º da Lei 8745, de 9 de dezembro de 1993; revoga o art. 17 da Lei 10483, de 3 de julho de 2002, e dá outras providências.",NA,PLV 6/2005,Lei nº 11.123 de 07/06/2005
VET 20/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1459,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00004 2005 (MPV 00229 2004, na Origem), acrescenta parágrafos ao art. 10 da Lei 9615, de 24 de março de 1998, e prorroga os prazos previstos nos arts. 30 e 32 da Lei 10826, de 22 de dezembro de 2003.",NA,PLV 4/2005,Lei nº 11.118 de 19/05/2005
VET 19/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3056,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLV 00002 2005 (MPV 00227 2004, na Origem), Dispõe sobre o Registro Especial, na Secretaria da Receita Federal do MInistério da Fazenda, de produtor ou importador de biodiesel e sobre a incidência da Contribuição para o PIS/PASEP e da COFINS sobre as receitas decorrentes da venda desse produto; altera as Leis 10451, de 10/05/2002, e 11097, de 13/01/2005; e dá outras providências.",NA,PLV 2/2005,Lei nº 11.116 de 18/05/2005
VET 18/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3055,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00236 2001 (PL 06387 2002, na Câmara dos Deputados), Altera os arts. 6º, 30, 32 e 87 da Lei 9394, de 20 de dezembro de 1996, com o objetivo de tornar obrigatório o início do ensino fundamental aos seis anos de idade.",NA,PLS 236/2001,Lei nº 11.114 de 16/05/2005
VET 17/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1456,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00074 2003 (PL 06425 2002, na Câmara dos Deputados), Dá nova redação ao caput e ao paragráfo 3º do art. 304 do Decreto-Lei 3689, de 3 de outubro de 1941 - Código de Processo Penal.",NA,PLC 74/2003,Lei nº 11.113 de 13/05/2005
VET 16/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1455,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00024 2004 (PL 00818 2003, na Câmara dos Deputados), Altera o art. 1121 da Lei 5869, de 11 de janeiro de 1973 - Código de Processo Cívil, para incluir, como requisito indispensável à petição da separação consensual, o acordo entre os cônjuges relativo ao regime de visitas dos filhos menores.",NA,PLC 24/2004,Lei nº 11.112 de 13/05/2005
VET 15/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3002,"Encaminha ao Congresso Nacional,as razões do Veto Total aposto ao PLC 00018 2005 (PL 04713 2004, na Câmara dos Deputados), Altera a remuneração dos servidores públicos integrantes do Quadro de Pessoal do Tribunal de Contas da União - TCU.",NA,PLC 18/2005,NA
VET 14/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3001,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLC 00001 2005 (PL 04712 2004, na Câmara dos Deputados), Altera a remuneração dos servidores públicos integrantes dos Quadros de Pessoal da Câmara dos Deputados.",NA,PLC 1/2005,Lei nº 11.169 de 02/09/2005     Veto rejeitado
VET 13/2005 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1452,"Encaminha ao Congresso Nacional, as razões do Veto Total aposto ao PLS 00371 2004 (PL 04845 2005, na Câmara dos Deputados), Altera a remuneração dos servidores públicos integrantes dos Quadros de Pessoal do Senado Federal.",NA,PLS 371/2004,Lei nº 11.170 de 02/09/2005     Veto rejeitado
VET 12/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/1451,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLS 00195 2003 (PL 02915 2004, na Câmara dos Deputados), altera a Lei 8080, de 19 de setembro de 1990, para garantir às parturientes o direito à presença de acompanhante durante o trabalho de parto, parto e pós-parto imediato, no âmbito do Sistema Único de Saúde - SUS.",NA,PLS 195/2003,Lei nº 11.108 de 07/04/2005
VET 11/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3054,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00148 2001 (PL 01071 1999, na Câmara dos Deputados), dispõe sobre normas gerais de contratação de consórcios públicos e dá outras providências.",NA,PLC 148/2001,Lei nº 11.107 de 06/04/2005
VET 10/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3053,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00009 2004 (PL 02401 2003, na Câmara dos Deputados), Regulamenta os incisos II, IV e V do parag. 1º do art. 225 da Constituição Federal, estabelece normas de segurança e mecanismos de fiscalização de atividades que envolvam organismos geneticamente modificados - OGM e seus derivados, cria o Conselho Nacional de Biossegurança - CNBS, reestrutura a Comissão Técnica Nacional de Biossegurança - CTNBio, dispõe sobre a Política Nacional de Biossegurança - PNB, revoga a Lei 8974, de 5 de janeiro de 1995, e a MPV 2191-9, de 23 de agosto de 2001, e os arts. 5º, 6º, 7º, 8º, 9º, 10º e 16 da Lei nº 10814, de 15 de dezembro de 2003, e dá outras providências.",NA,PLC 9/2004,Lei nº 11.105 de 24/03/2005
VET 9/2005 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/3026,"Encaminha ao Congresso Nacional, as razões do Veto Parcial aposto ao PLC 00071 2003 (PL 04376 1993, na Câmara dos Deputados), ""Regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária"".",NA,PLC 71/2003,Lei nº 11.101 de 09/02/2005
